id,title,abstract
HRCS22_16034,Decoding the role of lipids in the metabolic control of CD8+ T cells by the gut microbiota to improve outcomes in colorectal cancer.,"Over a third of resected early-stage colorectal cancer (CRC) relapse and patients die from metastatic disease. Infiltrating lymphocytes are independent positive predictor of survival in CRC, however only a small fraction of patients respond to immune checkpoint inhibitors (ICI). This project originates from two milestone discoveries. First, the gut microbiome modulates response to ICI, but the overlap across different cohorts is mostly functional rather than compositional. Second, accumulation of specific lipids in the tumor microenvironment (TME) impact the anti-tumor activity of CD8+ T cells. We have conducted comprehensive metagenomic, metabolomic and immune characterization on CRC patients, observing parallel changes in mucosa and tissues. Thus, we hypothesize that therapeutic manipulation of the metabolic output of mucosal bacteria can reshape the TME and improve the response of CRC to ICI. This prospective study is designed to: . DECODE the interplay between metabolic activities in the intestinal mucosa and immune cell functions on CRC patients; . VALIDATE the effect of lipids derived or induced by bacteria on immune cell functions; . TRANSLATE new knowledge into innovative strategies to improve ICI efficacy. Main objectives are: . Quantification of lipids and reconstruction of bacteria-host metabolic pathways, in tumours and surrounding tissues; . Characterization of the immunomodulatory impact of the microbiota on CD8+ T cells; . Mechanistic validation and improvement of ICI’s response on a novel patient-derived organ-on-chip device. This study will enable multi-scale profiling and predictive modelling on a fully annotated cohort while simultaneously spawning novel actionable targets for therapy. Tumour sensitivity to ICI will be tested, providing initial experimental validation on a patient-relevant and cost-effective system. Data generated through this project may also reconcile the limited association between the overall composition of the microbiome and the response to immunotherapy across different cohorts of patients, a crucial step toward new stratification strategies and therapeutic approaches."
HRCS22_16036,Investigating the roles of NF-κB subunits as master regulators of CD8+ T-cell function in cancer immunity and immunotherapy.,"Cancer progression is greatly influenced by a delicate balance between tolerance to and immune response against tumors. The recent success of immunotherapies such as checkpoint-blockade therapies, demonstrates that this balance can be shifted effectively towards enhanced anti-tumor immunity, to delay or even stop cancer progression, particularly by enhancing the function of CD8+ T cells. However, only a fraction a patients respond to these regimens, and the molecular mechanisms that drive the response and resistance to immunotherapies are largely unknown. The transcription factor NF-kappaB (NF-kB) has been implicated in the regulation of T-cell function. However NF-kB is in fact a family of transcription factors composed of 5 distinct subunits; due to the lack of suitable tools, the contribution of individual subunits of NF-kB to CD8+ T-cell biology has never been addressed. In this application, we propose to investigate the exact roles of NF-kB subunits that control CD8+ T-cell function in cancer immunity. We will use unique mouse models carrying ablation of NF-kB subunits specifically in mature CD8+ T cells, CRISPR-based gene edition in primary human cells and high-throughput sequencing analyses. Based on our previous publications and preliminary data, we hypothesize that the activation of selective NF-kB subunits orchestrates CD8+ T-cell biology and underlies the clinical response to checkpoint-blockade therapies. Importantly, these studies may reveal specific NF-kB subunit activities that can be targeted by novel therapeutics to enhance T-cell function alone or in concert with existing immunotherapies."
HRCS22_16064,Identifying properties of tumour suppressive pericytes for cancer therapy (PERISUPPRESS),"Non-transformed co-habitant cells, defined as stroma, play key roles in the development and progression of tumours. Thus, understanding their function is instrumental for the efficacious eradication of the disease. Taking advantage of computational analyses, a unique collection of prostate cancer (PCa) mouse models, and our know-how expertise in pericyte biology, we have identified that pericytes inform about PCa recurrence and metastasis. Here, we postulate that the study of molecular cues governing the pericyte-cancer cell relationship provides an innovative perspective of the aggressive properties of cancer cells. This may serve to define therapeutic strategies that would be missed in a classical tumour cell-centred discovery approach. PERISUPRESS aims to identify the molecular and cellular mechanisms which promote tumour suppressive properties in pericytes by: (1) a discovery approach to identify pericyte-related molecular cues associated with PCa progression; (2) the study of the impact of pericyte-specific molecular programs on PCa progression; (3) the identification of pericyte-related vulnerabilities associated to PCa progression.  This will be done through awell-balanced experimental plan which includes mouse models and patient-derived samples from PCa at different disease grades, computational biology and multiple in vitro and in vivo functional and mechanistic approaches. In summary, the study of pericyte biology in PCa has the potential to open a new window in the comprehension and treatment of aggressive PCa that may also be applied to other types of cancer."
HRCS22_16094,Unravelling the requirement of Rad18 in glioblastoma proliferation,"Glioblastoma is the most frequent and aggressive primary brain tumor characterized by a strong resistance to therapy involving treatment with ionizing radiations and alkylating agents. The molecular grounds of this acquired resistance are currently unknown. The identification of novel therapeutic targets constitutes therefore a priority. We and others have recently reported an implication of the Rad18 (E3) ubiquitin ligase in the resistance of glioblastoma to cisplatin and ionizing radiations. Rad18, a critical component of DNA damage bypass, activates translesion synthesis by catalyzing the transfer of an ubiquitin monomer on PCNA, a well-known proliferation-associated antigen. This results in recruitment of translesion synthesis DNA polymerases to allow DNA synthesis through DNA lesions thus facilitating escape of apoptosis and contributing in resistance to therapy. In addition, Rad18 is also implicated in repair of single and double DNA strand breaks as those generated by the radiotherapy. Unexpectedly, by analyzing the phenotypes associated with Rad18 downregulation in glioblastoma, we have observed that Rad18, which is non-essential for life, is essential for the proliferation of glioblastoma cells, and in particular of glioblastoma cancer stem cells (GCSCs), those cells currently strongly implicated in the resistance to the therapy. The aim of this work is to unveil the specific function of Rad18 in the proliferation of GCSCs and to propose Rad18 as novel therapeutic target in the treatment of glioblastoma. This will be achieved thought the identification of the molecular pathway(s) in which Rad18 is implicated through genome-wide analysis of genes and proteins affected by Rad18 expression, as well as by the identification of Rad18 substrates in GCSCs. We will also generate a proof-of-concept for a role of Rad18 in sustaining glioblastoma proiliferation in preclinical models using both wild-type and Rad18 knock-out mice."
HRCS22_16120,Defining NRF2-independent ROS management as bottleneck to tumor initiation,"Cancer is generally viewed as a genetic disease, which develops when cells acquire mutations in proto-oncogenes and tumor suppressors. These mutations are thought to progressively derail tissue homeostasis, allowing for an expansion of tumorigenic clones with unlimited proliferative potential that fuels long-term tumor growth. Surprisingly, recent mutational analyses of physiologically normal skins unveiled a mutational spectrum and burden that is similar to what had been reported for squamous cell carcinomas (SCCs). Additionally, intravital imaging revealed that skin epithelial progenitor cells (EPCs) with oncogenic mutations persist only transiently and are primarily outcompeted by normal EPCs. These observations, along with stereotypic transcriptional and metabolic changes, which distinguish tumor propagating SCC cells (TPCs) from normal EPCs, suggest that epigenetic adaptation is critical for tumor initiation and persistent expansion. Still, the mechanisms facilitating this epigenetic and metabolic rewiring are largely unknown. Here, we will test the hypothesis that de novo Paired-like homeodomain transcription factor 1 (PITX1) expression facilitates the epigenetic and metabolic reprogramming of KrasG12Dmutant EPC into TPCs. PITX1 dependent changes in chromatin accessibility will enhance self-renewal and increase cell survival by reducing Ras generated reactive oxygen species (ROS). Specifically, we will (1.) determine how PITX1 cooperates with KrasG12Das they reprogram the transposase accessible open chromatin of homeostatic EPCs into the TPC specific epigenetic landscape; (2.) measure how these changes in chromatin accessibility influence ROS management; and (3.) determine if PITX1 dependent antioxidant production is a rate limiting step for tumor initiation. The results of our proposed research are expected to illuminate how oncogenic stress co-operates with sequence specific transcription factors to epigenetically rewire a homeostatic state into a tumorigenic epigenome, which allows TPCs to meet the metabolic demands required for tumor expansion. Once identified, these mechanisms could improve the early diagnosis and prevention of this exceedingly common and deadly human cancer."
HRCS22_16127,Characterising the role of RET in breast cancer brain metastasis as a facilitator of colonisation and a novel targeted therapy,"Brain metastasis occurs in 10-30% of breast cancer patients and is fast becoming the foremost clinical challenge in the management of metastatic disease. Limited therapeutic options exist for patients with brain metastasis and the current treatment paradigm consists of surgical resection, stereotactic radiosurgery and whole-brain radiation. Clearly, there is an urgent need to better understand the mechanisms of breast cancer metastasis to the brain and to define novel therapeutic targets. Recent comprehensive sequencing studies from our group and collaborators have revealed a number of brain metastasis enriched oncogenic alterations with potential clinical significance.  Aims: We aim to determine whether altered aberrant RET signalling in metastatic breast cancer is a key mediator of tumour colonisation of the brain. We also aim to determine the efficacy of RET inhibition to abolish cell growth and survival of breast cancer brain metastatic cells.  Technique and Methodology: To address the suitability of RET as a target we will use both genetic and pharmacological inhibition of RET in comprehensive in vitro, ex vivo and in vivo pre-clinical models of breast cancer brain metastasis representing all three clinical subtypes. In vitro experiments will be accompanied by functional interrogation while in vivo experiments will be complemented by next-generation sequencing of the brain invading tumours.  Impact on breast cancer research: The outcomes of this project have the potential to significantly enhance our understanding of the oncogenic significance of recurrent, acquired aberrations in the RET pathway in breast cancer brain metastasis. This project has the potential to uncover the clinical utility of brain metastasis-acquired clinically actionable alterations that could lay the foundations for a clinical trial utilising RET inhibition for patients with breast cancer brain metastasis."
HRCS22_16166,Notch3 as a regulator of cancer-associated fibroblast reprogramming and functions in intestinal cancer,"The Notch signaling pathway plays an important role in development, homeostasis, and disease, such as cancer, where its therapeutic potential is under consideration. However, the role of individual receptors, their cell-specific functions, and their implication in cancer therapy is not yet fully understood. Notch3 is of particular interest, as it is overexpressed in colorectal cancer (CRC) and associated with worst prognosis. Our preliminary data suggest that in patients and animal models of CRC, Notch3 is predominantly expressed in cancer-associated fibroblasts (CAFs) and more specifically in intratumoral perivascular fibroblasts. However, the mechanisms driving Notch3 activation in fibroblasts and its role as a regulator of CAF reprogramming and downstream functions are not known. In this proposal, we bring forward the hypothesis that endothelial-specific Notch ligands can activate Notch3 signaling in adjacent perivascular fibroblasts, leading to their activation and downstream functions associated with either or both angiogenesis and cancer cell proliferation, ultimately leading to tumor growth. Notch3 inhibition could thus have a therapeutic effect either alone or in combination with standard therapy. To address this hypothesis, we will combine in vitro and in vivo genetic targeting, 2D and 3D cell co-culture techniques, high-throughput single-cell, and bulk RNA sequencing, and mouse models of disease. We expect that this study could lead to a better understanding of the role of fibroblast-specific Notch3 in CRC and the potential of its inhibition in the clinic. In addition, it will provide further insight into the mechanisms driving CAF reprogramming and functions and thus help identify novel targets for therapeutic approaches, as well as diagnosis and patient stratification."
HRCS22_16200,Uncovering the effects of DNA replication stress on cell fate determination in cancer and stem cells.,"Several studies have indicated that most cancer cells are associated with stress caused by the perturbation of DNA replication inducing replication stress (RS). RS and in general genome instability are major causes of genetic and epigenetic heterogeneity in human tumors. However, despite this heterogeneity, tumor mass and metastasis display stereotypical behaviors that allow them to invade surrounding tissues and escape immune surveillance. These features are remarkably similar to the ones displayed by trophoblast cells supporting placenta development. Using mouse embryonic stem cells (ESCs) we have recently found that RS-mediated activation of ATR and CHK1 promotes the expression of thousands of genes many of which involved in trophoblast differentiation, suggesting that RS can impact on cell fate determination in stem cells. The activation of several of these genes is coordinated by DUX, the master regulator of the two-cell stage in mouse ESCs, which we showed to be required for multinucleated trophoblast giant cells differentiation in response to RS. DUX and its human ortholog DUX4 are suppressed in normal adult cells. However, they are specifically reactivated in tumors where they promote the emergence of trophoblast-like features. Here we will study the molecular mechanisms linking RS to trophoblast activation in ESCs, identify pathways shared between placenta and cancer cells and uncover the mechanisms that suppress placenta activating mechanisms in adult somatic cells. Our studies will set the stage for targeting these pathways in order to develop new and effective therapeutic strategies to eradicate tumors."
HRCS22_16209,Targeting TFEB transcription factor as a novel therapeutic approach for the treatment of Birt-Hogg-Dube’- associated kidney cancer,"Birt-Hogg-Dube’ is a hereditary cancer syndrome, due to loss of function mutations in the gene encoding Folliculin and characterized by benign skin tumors, lung and kidney cysts and renal cell carcinoma. Renal tumors represent the most severe manifestation of the disease and to date surgery is the only available therapeutic intervention. The design of effective targeted therapies depend on a better understanding of the primary cellular pathways in which folliculin serves as tumor suppressor. We recently found that depletion of TFEB in a kidney-specific mouse model of BHD syndrome fully rescued cystogenesis suggesting a key role of TFEB in Folliculin dependent pathologies. Encouraged by these findings, in this grant application we propose to understand the contribute of TFEB to the development of kidney tumors in Flcn heterozygous mice, which faithfully recapitulate kidney pathologies in BHD disease. In addition, we aimed at dissecting the TFEB downstream pathways responsible for tumor growth in BHD patients and functionally characterize a novel mechanism of regulation of TFEB localization, which could represent a novel therapeutic strategy for the treatment of BHD renal tumors."
HRCS22_16334,Chromatin organization and transcription factor targeting in the establishment of oncogene-induced senescence and cancer progression.,"Background. Oncogene-induced senescence (OIS) acts as a powerful tumor suppressive mechanism by inducing quasi-irreversible cell-cycle arrest when cells experience oncogenic stress. Senescent cells, however, can still overcome OIS leading to cancer onset.  Senescence is caused by persistent DNA damage and it is characterized by massive chromatin reorganization and altered gene expression profiles, including the establishment of SASP, an inflammatory transcriptional program. Senescence can propagate to bystander cells, due to SASP-dependent paracrine and SASP-independent juxtacrine mechanisms. Key transcription factors (TFs) such as p53 and NF-kB mediate these processes but how chromatin impacts their activation and binding dynamics in OIS, in bystander senescence (BySen) and upon senescence overcome (SenOv) has been only marginally explored.  Objective. We will test an uncharted hypothesis on early tumorigenesis: the massive chromatin reorganization observed upon OIS induction shape the search mechanism and the activity of the key TFs implicated in OIS, BySen and SenOv. To this end, we will integrate genomic technologies with unique microscopy approaches that we developed to probe TF activity at the single-cell and single-molecule level.  Experimental Plan. We will model OIS – by oncogene induction - and SenOv – by histone demethylases overexpression - in human fibroblasts and melanocytes. We will analyze chromatin reorganization, TFs binding, and target gene expression in single cells using super-resolution and single-molecule microscopy to answer these questions: Does chromatin reorganization in OIS control the capability of TFs to find, bind and activate their targets? How does the further chromatin remodeling in BySen and SenOv affect TFs activity? How do paracrine signaling in modulate chromatin organization and TFs action?  Significance. We will picture with single-cell resolution the interplay between chromatin architecture, TFs activity and paracrine signaling in a tumorigenesis model, leading to fundamental insights about early cancer progression that could be translated into the identification of novel druggable targets."
HRCS22_16398,"Ultra-Sensitive, Switchable MRI Reporters for Lung Metastases","Early cancer detection and visualisation of disease progression are highly relevant for succesful therapy. Imaging reporters for minimally invasive methods such as MRI are thus an indispensable component and visualising information of the biological complexity of tumour tissue beecomes increasingly important for choosing the right therapy. This is particularly relevant for metastatses detection which is a central aspect of diagnostic imaging. MRI provides excellent soft tissue contrast but suffers from low sensitivity, particularly in the lung which is low in tissue water density but is the most common organ targeted by metastases. MRI reporters with molecular spcificity for metastaes are therefore highly needed but cannot be implemented with conventional detection.  Here we address this problem with an imaging method that includes a pre-targeting approach for LHRH receptor-carrying metastases and subsequent detection through-spin hyperpolarised xenon. The enhanced magnetization of this noble gas together with a saturation transfer technique from the molecular reporter onto the gas will enable ca. 10 million-fold enhanced sensitivity. We will design ""smart"" nanoparticles that selectively highlight the signal of xenon that has been in contact with these reporters that carry luteinizing hormone-releasing hormone (LHRH) for specific binding to cancer cells. This approach shall visualize pulmonary micrometastates from breast cancer cells. The method serves as an example for a molecular target from which a platform can be developped for different tumour markers. The combination of novel techniques from MRI physics and bioengineering will provide ""switchable"" MRI agents with a specific MR response frequency for xenon through the metastases-bound reporters and will bring diagnostic lung imaging to an uprecedented sensitivity level. A versatile design respects the need for easy adaptation to implement personalized diagnostics to interrogate the presence of various molecular targets."
HRCS22_16421,Determinants of EML4-ALK Driven Lung Cancer Growth and Therapeutic Responses,"Lung adenocarcinomas (LUAD) in non-smokers often harbour specific genetic aberrations, such as gene fusions involving the Anaplastic Lymphoma Kinase (ALK) and the echinoderm microtubule-associated protein-like 4 (EML4). This oncogenic fusion has been reported to have 15 different variants, which harbour the same ALK sequence but differ in the EML4 breakpoint. Variant 1 and variant 3 differ greatly in the proportion of EML4 and are two most frequent oncogenic inversion in ALK-positive patients. Despite the development of second-and third-generation ALK inhibitors, patient responses are limited by drug resistance. In half of relapsed cases, resistance arises from secondary mutations in the TK domain; however, the mechanisms of resistance in patients lacking secondary mutations remain poorly characterized. Besides, the impact of concurrent genomic alterations in EML4-ALK driven tumours remains largely unknown. TP53 is mutated in 30% of ALK-rearranged LUAD and appears to be synergistic with variant 3, giving rise to more aggressive human disease. Despite the direct relevance to patient treatment, how these co-incident genomic alterations influence the robustness of therapeutic responses has never been investigated. Here we propose to employ state-of-the-art technologies and methodologies to model Eml4-Alk variants in vivo and study the tumour evolution and dynamics of the most aggressive variants (Aim1). In Aim 2, we will determine the impact of co-incident genomic alterations on EML4-ALK-driven lung cancer development, by inactivating putative tumour suppressor genes in a variant-specific manner. Finally, in Aim 3, we will determine the impact of different Eml4-Alk variants and concomitant genomic alterations on response to ALK inhibition. By combining multiplex genome editing with drug treatment, we will perform the equivalent of hundreds of genotype-directed clinical trials in parallel and therefore this project will have a direct impact on personalised treatment for patients with EML4-ALK lung tumours."
HRCS22_16429,Oncogene discovery in esophageal cancer through interrogation of 3D regulatory landscapes,"Esophageal cancer is one of the most common and lethal cancers worldwide, yet currently no targeted therapeutics exists for its treatment. A critical roadblock in the development of targeted therapeutics for esophageal cancer is the lack of knowledge of the key oncogenic drivers in this cancer and the regulatory landscape that controls the expression of those genes. For example, genome-sequencing efforts of esophageal adenocarcinoma (EAC), the most frequent subtype of esophageal cancer, have revealed few frequently mutated genes to date, and those mutations have limited prognostic benefit, which suggests that mutations in non-coding DNA may play critical roles in EAC development. Gene expression programs are implemented in the three dimensional context of 3D chromosome structures, and our previous work suggests that the boundary elements of such 3D chromosome neighborhoods are frequently mutated in EAC. In this work, we propose to generate maps of the 3D regulatory landscape for multiple esophageal adenocarcinoma cells for the discovery of new oncogenic drivers. We will combine the 3D regulatory maps with whole genome sequence information to create a compressive catalog of candidate EAC driver mutations that occur in non-coding DNA elements, including chromosome neighborhood boundaries, and will use the 3D regulatory landscapes to identify oncogenes dysregulated around the mutated neighborhoods. We will functionally validate the candidate driver mutations and the new candidate oncogenes in cell line- and organoid models and using clinical information. This work will generate a functionally validated set of EAC oncogenes whose genomic sequence is otherwise intact. Results of this work will provide insights into the clinical utility of mutations disrupting chromosome neighborhoods in EAC, and facilitate the development and application of new therapeutic approaches for this common and deadly cancer."
HRCS22_16434,Mechanisms of resistance to anti-TGF-beta therapies in metastatic colorectal cancer,"Most colorectal cancer (CRC) patients die as a result of metastasis. Neither conventional chemotherapy nor current targeted therapies offer significant benefits once the disease has spread to distant organs. Immune checkpoint inhibitors have shown efficacy in only a small subset of patients bearing hypermutated CRCs. Arguably, these failures result from the incomplete understanding of metastatic CRC, which is in part due to lack of mouse models that recapitulate the advanced stages of the disease. We permuted conditional alleles of the WNT, EGFR, TGF-beta and p53 pathways in intestinal stem cells of mice. Quadruple mutant mice developed metastatic human-like intestinal adenocarcinomas. These tumors display key hallmarks of aggressive CRCs including T cell exclusion and a TGF-beta activated stroma. From these genetic mouse models we derived mouse tumor organoids (MTOs), which upon transplantation in immunocompetent recipients recreated both the primary and metastatic disease. Analysis of metastasis generated by MTOs revealed that tumor cells build an immunoprivileged microenvironment during liver colonization, by promoting T-cell exclusion and blocking the acquisition of a Th1 effector phenotype. Inhibition of TGF-beta signaling reverts this process and unleashes a potent cytotoxic T-cell response against tumor cells, which is long lasting and protects mice from metastatic disease. In mice with progressed liver metastatic disease, blockade of TGF-beta signaling rendered tumors susceptible to anti-PD-1/PD-L1checkpoint therapy. As poor prognosis CRCs are characterized by high levels of TGF-beta and immune evasion, our findings suggest that TGF-beta signaling inhibitors may have broad applications to treat patients with advanced CRC. However, we have discovered that a subset of mouse CRCs develop resistance to TGF-beta-based therapies during metastatic outgrowth. Here we propose to investigate this process and identify the mechanism co-opted by resistant CRCs to evade the action of the adaptive immune system triggered by treatment with TGF-beta inhibitors."
HRCS22_16441,International integrated analysis to identify markers of poor survival in high-risk neuroblastoma,"The outcome for patients with high-risk neuroblastoma is currently inadequate despite intensive multimodal therapy and despite continued treatment intensification (such as the addition of immunotherapy or tandem high-dose chemotherapy). To date, most patients with high-risk are treated in a broadly similar manner.   Many researchers have looked at biomarkers (biological characteristics) that could identify those patients with the poorest outcome right from the time of diagnosis, so that these patients could be offered novel therapies very early in their disease course. So far, despite hundreds of studies evaluating factors routinely used in the clinic (such as age or number of metastasis) or more advanced technologies including complex genomic analyses, none of these biomarkers has been validated nor is available for clinical-decision making.   The novelty of our approach is that we aim to integrate all (or as many as possible) biomarkers that have been described to date, pull together all the data, and analyse and compare all biomarkers head to head in the same dataset.   We will do this in three phases: First, we will look at all published literature about neuroblastoma biomarkers from 1995 onwards and conduct a thorough analysis (this is called a systematic review and meta-analysis) to select the best biomarkers reported to date. Second, we will gain access to patient databases for each of the biomarkers (at the moment, each biomarker has been evaluated in a separate study/dataset) and create an enlarged INRG database including as many datasets, variables and biomarkers as possible; to then conduct an analysis integrating all the data together, which is called multivariate analysis. Thirdly, in order to confirm which biomarker(s) found on the first two phases are definitely the best one(s), we will analyse the best performing biomarkers in a homogeneous cohort of patients treated within a contemporaneous clinical trial, i.e. repeating all biomarkers in the same patients (which has never been done), to confirm which one(s) perform better and is taken forward to make treatment decisions in real clinical practice.   With this ambitious approach, our proposal aims to identify patients with high-risk neuroblastoma with the poorest outcome at the time of diagnosis, with the final aim of giving these patients access to early therapies upfront, without waiting for them to relapse or become refractory to treatment."
HRCS22_16445,Resolving the tumour suppressor function of the E3 ubiquitin ligase Parkin,"The E3 ubiquitin ligase Parkin is critical for maintaining mitochondrial quality control as it is the key effector in damage-induced mitophagy. As well as a have key role in early onset Parkinson’s disease, Parkin is emerging as an important tumour suppressor, with mounting evidence indicating that the gene encoding Parkin (PRKN/PARK2) is one of the most frequently deleted or mutated genes in a wide variety of cancers including glioblastoma, colorectal, breast cancer. We have also identified links between Parkin loss and neuroblastoma, a common childhood cancer with poor prognosis and limited treatment options. How Parkin limits the growth of such diverse tumours is unclear. We hypothesise that the ability of Parkin to limit inflammation promoted by damaged mitochondria underpins its tumour suppressor function. We will use complementary cell and new mouse models coupled with innovative proteomics analyses to resolve how the E3 ubiquitin ligase Parkin controls inflammation as well as critical processes including apoptosis, cell cycle regulation and metabolism to define how Parkin activity limits the development of neuroblastoma. This proposal will identify Parkin or its specific substrates as new targets to treat neuroblastoma and potentially other cancers."
HRCS22_16463,How can we harness cancer mechanobiology to prevent tumour progression?,"Metastatic breast cancer is currently incurable and new methods to halt invasion and metastasis are an important unmet clinical need. Rho-ROCK signalling in tumour cells is a key arbiter of the paracrine program by which cancers shape their microenvironments. We have established using an in vivo model of mammary cancer, that two key proteins, Creld2 and Ptx3 secreted by progressive breast cancers of all subtypes, mediate the recruitment and polarisation of cancer-associated fibroblasts (CAFs) and tumour-associated macrophages (TAMs). Crucially, these genetically normal cells are brought into the tumour's influence to promote tumour progression. We hypothesise that specific effector pathways downstream of ROCK synergise with tumour mechanobiology to selectively mediate the production and secretion of these paracrine factors. Identifying crucial signalling nodes within these pathways may prove a fertile source of novel approaches to target cancer progression. These studies complement ongoing research to identify the receptors in CAFs and TAMs that mediate the functions of Creld2 and Ptx3.  Here we plan to:  1. Employ an in vivo model of microenvironment education and multiplex immunolabelling approaches to characterise the molecular mechanisms underlying the production and secretion of Ptx3  2. Adapt ex vivo primary cell culture approaches and in vivo functional assays to assess the contributions of ECM stiffness and the tumour secretome to the production of tumour-promoting CAFs and TAMs  3. Employ an alginate-based ex vivo 3D culture system to establish the biological relevance of CRELD2 and PTX3 to the tumour microenvironment of human patient samples.  We believe that this highly innovative approach to understanding the interplay between signalling and mechanobiology in the tumour microenvironment will allow us to identify novel vulnerabilities that permit the targeting of breast and other cancers."
HRCS22_16520,Making vital connections; exploring how desmoplasia gets on pancreatic cancer's nerves,"Pancreatic ductal adenocarcinoma (PDAC) will soon become the second USA deadliest neoplasia.  PDAC features a fibrous stroma, desmoplasia, with low blood/nutritional supply and extensive innervation (neoneurogenesis/axonogenesis) associated with poor prognosis, neuropathy and perineural invasion.  The roles of cancer-associated fibroblasts (CAFs) and their self-derived desmoplastic extracellular matrix (D-ECM), in aiding nutritional-deprived tumor survival and neoneurogenesis, which affect PDAC’s onset/progression, are understudied.  Using mRNA from patient’s D-ECM producing CAFs vs. matching normal stellate cells, we discovered a specific glutamatergic presynaptic protein.  A simultaneous multiplex immunofluorescent approach validated its overexpression and that of its postsynaptic partner.  Increased expression of these proteins is typical in neurological syndromes allied to increased cancer risk.  Preliminary data indicated that: D-ECM and CAFs increase both neuron and tumor cell longevity; functional synapses between CAF and other cells are formed; and, CAF-secreted vesicles expressing presynaptic protein engage with PDAC cells, expressing the postsynaptic protein to promote tumor growth.  Hypothesis: PDAC is locally enabled by D-ECM, CAFs, neurons and CAF secreted vesicles in a synapse-like mechanism.  Aim1: Investigate if CAFs support neoneurogenesis and PDAC cells in a synapse-like manner.  We will test the functional need for CAF and neural synaptic proteins, as well as downstream enzymes and other proteins, in maintaining high extracellular glutamate levels, posited to sustain neoneurogenesis and PDAC survival under nutritional stress.  Our D-ECM system together with gain and loss of function approaches will be used to investigate the synaptic protein roles in these processes.  Aim2: Assess requirement for and level of “pre- and post-synaptic” proteins linked to human PDAC.  We will use our multiplex immunofluorescent approach in a well annotated human PDAC cohort to question neoneurogenesis levels associated with quantities and locations of the synaptic pair and question their association with patient outcomes.  Vesicles, positive for the pre-synaptic protein, will be probed in matching liquid biopsies."
HRCS22_16528,Understanding the immune cell dysfunction in pediatric lymphoma,"Lymphoma is the third most common type of cancer among children and accounts for 10-15% of all childhood cancers. Lymphoma in children and adults are divided into three main groups; Hodgkin lymphoma, B- and T-cell lymphoma. Lymphoma stems from faulty activation of B cells and, less frequently, T cells. Upon an infection, B cells undergo affinity maturation in germinal centers. B cells in germinal centers mutate their antibody-coding genes in a process that induce DNA damage during rapid B cell proliferation. B cell transformation into lymphoma may occur because of faulty DNA repair, defects in cell division, and impaired migration and interaction with other cells during the process of mutating and selecting the best fit B cells for antibody production. Patients with inborn errors in the immune system, primary immunodeficiency diseases, are prone to develop pediatric and adolescent lymphoma of very poor prognosis. An unmet need is to understand the molecular and cellular pathophysiology to define better treatment for patients with pediatric lymphoma, both in the primary and relapse setting, and for poor prognosis lymphoma of primary immunodeficiency patients. The goal of this project is two-fold: 1) To gain molecular insight into pediatric lymphoma by analysis of single cells from lymphoma specimens and 2) To develop and use methods where specific alteration in gene expression can be examined functionally and for defining new personalized and generalized therapeutic approaches."
HRCS22_16545,Understanding oncogenic transcriptional processes in synovial sarcoma,"Synovial sarcoma is an often aggressive malignancy primarily effecting children and young adults. Unfortunately, these tumours often do not respond well to conventional therapeutic interventions and overall survival rates remain poor. The disease is caused by a recurrent chromosomal translocation generating a characteristic fusion protein, SS18-SSX. In synovial sarcoma cells the fusion protein assembles into SWI/SNF complexes, which are essential chromatin regulators that alter chromatin structure to regulate gene expression. Incorporation of SS18-SSX into these complexes alters their function, resulting in significant oncogenic gene expression changes. Targeting the oncogenic function of SS18-SSX presents and attractive therapeutic option for the development of mechanistically anchored cancer treatments; however the fusion itself has proven intractable for direct targeting. Here, we are pursuing a research program aimed at better understanding the function of SS18-SSX containing complexes and exploring new opportunities to therapeutically target complexes containing the fusion protein. Using CRISPR/Cas9 based approaches in functional genomics screening we’ve identified the acetyltransferase enzyme p300 as functionally essential in synovial sarcoma cells. By combining these data with in depth proteomic analyses of SS18-SSX interacting proteins we further identified that p300 physically associates with SS18-SSX. In Aims 1 and 2 of this research program we are combining biochemical and genomics approaches to characterise the composition and function of SS18-SSX/p300 containing complexes in synovial sarcoma cells. In Aim 3 we are taking an ambitious approach combining CRISPR/Cas9 screening with single-cell genomics analysis platforms to characterise the molecular function of SS18-SSX containing complexes in cancer cells. Together, these aims will provide a mechanistic understanding and potential therapeutic rationale for targeting p300 function as a novel therapy in patients. In addition to providing unprecedented molecular understanding of disease biology, which will likely highlight more opportunities to explore and develop future approaches to more effectively treat synovial sarcoma patients."
